edad,sexo,Nivel_edu,size_localidad,Indigena,edu_madre,edu_padre,hermanos,ingreso,color_piel,region
42,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,3,"Igual a un salario mínimo ($2,400)",I,Centro
30,1 Hombre,Profesional,Metrópoli (más de 500 mil habitantes),No,Primaria,NS,3,"Igual a un salario mínimo ($2,400)",G,Norte-occidente
26,1 Hombre,Preparatoria general,Metrópoli (más de 500 mil habitantes),No,Preparatoria general,Secundaria general,2,No quiso dar información,D,Centro
40,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,NS,NS,7,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Centro-norte
25,2 Mujer,Preparatoria técnica,Ciudad grande (entre 100 mil y 500 mil habitantes),NS,,Secundaria general,4,"Igual a un salario mínimo ($2,400)",H,Norte
25,2 Mujer,Preparatoria técnica,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Secundaria técnica,Secundaria técnica,2,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Centro-norte
30,2 Mujer,Preparatoria general,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,5,"Menor a 1 salario mínimo ($0 – $2,399)",G,Centro
44,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,10,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",I,Norte
37,2 Mujer,Normal de licenciatura,Metrópoli (más de 500 mil habitantes),No,Normal de licenciatura,Técnica o comercial con secundaria,2,NS,F,Centro
37,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",Sí,,,5,"Menor a 1 salario mínimo ($0 – $2,399)",G,Sur
39,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,7,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Centro-norte
44,2 Mujer,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,NS,Primaria,2,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Norte
45,1 Hombre,Preparatoria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,NS,Primaria,9,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",F,Centro-norte
43,1 Hombre,Secundaria técnica,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,6,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Centro-norte
34,2 Mujer,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),NS,,Primaria,1,"Igual a un salario mínimo ($2,400)",F,Centro
52,1 Hombre,Secundaria general,"Pueblo (menos de 2,500 habitantes)",Sí,,,6,NS,H,Centro
45,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,,,6,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Norte
58,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,11,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Centro
59,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",Sí,,,10,"Menor a 1 salario mínimo ($0 – $2,399)",I,Norte-occidente
26,1 Hombre,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Secundaria técnica,Primaria,8,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Norte
57,2 Mujer,Ninguno/no fue a la escuela,"Ciudad chica (entre 2,500 y 15 mil habitantes)",Sí,,,7,"Menor a 1 salario mínimo ($0 – $2,399)",F,Sur
43,1 Hombre,Preparatoria técnica,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,7,"Más de 5 salarios mínimos hasta 10 ($12,001 – $24,000)",H,Centro
52,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",Sí,,,7,"Más de 5 salarios mínimos hasta 10 ($12,001 – $24,000)",G,Norte
35,2 Mujer,Preparatoria general,Metrópoli (más de 500 mil habitantes),No,Preparatoria general,Secundaria general,2,No quiso dar información,I,Centro
51,2 Mujer,Profesional,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,8,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",G,Norte-occidente
42,2 Mujer,Preparatoria general,Metrópoli (más de 500 mil habitantes),No,,Primaria,8,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Centro
36,2 Mujer,Profesional,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Profesional (licenciatura o ingeniería),Preparatoria general,2,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Centro
45,1 Hombre,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,Secundaria general,3,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Centro
41,1 Hombre,Preparatoria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,,6,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Sur
27,2 Mujer,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Preparatoria general,Primaria,2,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",F,Sur
58,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,6,NS,H,Centro
44,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,NS,NS,9,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Centro
38,1 Hombre,Preparatoria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,Preparatoria general,3,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Centro-norte
63,2 Mujer,Ninguno/no fue a la escuela,"Pueblo (menos de 2,500 habitantes)",Sí,,,10,"Menor a 1 salario mínimo ($0 – $2,399)",H,Sur
39,2 Mujer,Profesional,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,Primaria,6,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Norte
64,1 Hombre,Ninguno/no fue a la escuela,"Pueblo (menos de 2,500 habitantes)",Sí,,,5,"Menor a 1 salario mínimo ($0 – $2,399)",G,Centro
35,1 Hombre,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,,,7,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Centro-norte
60,2 Mujer,Primaria,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Primaria,Primaria,2,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Norte-occidente
59,1 Hombre,Primaria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",NS,,,7,"Menor a 1 salario mínimo ($0 – $2,399)",G,Sur
36,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",Sí,,,2,No quiso dar información,G,Sur
43,2 Mujer,Primaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,,6,"Igual a un salario mínimo ($2,400)",I,Centro
33,2 Mujer,Secundaria general,Metrópoli (más de 500 mil habitantes),No,NS,Primaria,4,"Igual a un salario mínimo ($2,400)",H,Norte
60,1 Hombre,Secundaria técnica,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Secundaria técnica,Secundaria técnica,4,"Menor a 1 salario mínimo ($0 – $2,399)",E,Centro
31,2 Mujer,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",Sí,Secundaria general,,6,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Centro-norte
44,1 Hombre,Primaria,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Profesional (licenciatura o ingeniería),Primaria,4,No quiso dar información,E,Norte
64,2 Mujer,Primaria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,8,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Centro
62,1 Hombre,Preparatoria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,8,"Más de 5 salarios mínimos hasta 10 ($12,001 – $24,000)",H,Centro
62,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",Sí,,,5,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",E,Norte
35,2 Mujer,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Primaria,Primaria,3,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Norte
30,2 Mujer,Preparatoria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Secundaria general,Primaria,4,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",J,Norte
26,2 Mujer,Secundaria técnica,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,3,"Igual a un salario mínimo ($2,400)",H,Norte-occidente
43,2 Mujer,Primaria,Ciudad grande (entre 100 mil y 500 mil habitantes),NS,,Primaria,5,"Menor a 1 salario mínimo ($0 – $2,399)",G,Centro
27,2 Mujer,Primaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,,6,"Menor a 1 salario mínimo ($0 – $2,399)",F,Sur
49,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,7,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",I,Norte
47,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,6,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",I,Norte
50,2 Mujer,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),NS,,,1,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Centro
55,2 Mujer,Profesional,Metrópoli (más de 500 mil habitantes),No,Profesional (licenciatura o ingeniería),Secundaria general,9,"Más de 10 salarios mínimos ($24,001 o más)",J,Centro
62,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,18,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",J,Norte-occidente
33,2 Mujer,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,Primaria,7,"Igual a un salario mínimo ($2,400)",G,Norte
44,2 Mujer,Primaria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,12,"Menor a 1 salario mínimo ($0 – $2,399)",G,Sur
56,2 Mujer,Preparatoria técnica,Ciudad grande (entre 100 mil y 500 mil habitantes),No,,Primaria,7,"Igual a un salario mínimo ($2,400)",J,Centro
25,1 Hombre,Secundaria técnica,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,4,"Igual a un salario mínimo ($2,400)",G,Sur
37,2 Mujer,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),NS,,,9,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",F,Centro
36,2 Mujer,Preparatoria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,Secundaria general,3,"Igual a un salario mínimo ($2,400)",G,Sur
58,2 Mujer,Primaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),NS,,Primaria,3,"Igual a un salario mínimo ($2,400)",H,Centro
38,2 Mujer,Profesional,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,Secundaria general,7,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Sur
41,1 Hombre,Profesional,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Profesional (licenciatura o ingeniería),Técnica o comercial con preparatoria,2,"Más de 10 salarios mínimos ($24,001 o más)",G,Centro
25,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,2,"Igual a un salario mínimo ($2,400)",G,Centro-norte
64,1 Hombre,Normal de licenciatura,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Secundaria general,Primaria,2,NS,G,Centro
39,1 Hombre,Preparatoria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Profesional (licenciatura o ingeniería),Primaria,4,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Centro-norte
64,2 Mujer,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),NS,,Primaria,3,"Igual a un salario mínimo ($2,400)",H,Centro-norte
51,1 Hombre,Secundaria general,Metrópoli (más de 500 mil habitantes),NS,,Primaria,4,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",F,Norte-occidente
32,1 Hombre,Posgrado,Metrópoli (más de 500 mil habitantes),No,Profesional (licenciatura o ingeniería),Normal de licenciatura,4,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Norte
64,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,4,"Igual a un salario mínimo ($2,400)",H,Norte
31,2 Mujer,Secundaria técnica,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,7,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",J,Norte
42,1 Hombre,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,,,9,"Igual a un salario mínimo ($2,400)",G,Centro-norte
35,2 Mujer,Secundaria técnica,"Pueblo (menos de 2,500 habitantes)",Sí,Primaria,Primaria,8,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Sur
26,2 Mujer,Profesional,"Ciudad chica (entre 2,500 y 15 mil habitantes)",NS,,Secundaria general,1,No quiso dar información,G,Norte
62,2 Mujer,Técnica o comercial con preparatoria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,3,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Centro
51,1 Hombre,Preparatoria general,Metrópoli (más de 500 mil habitantes),No,Primaria,,2,No quiso dar información,H,Centro
26,1 Hombre,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Profesional (licenciatura o ingeniería),Profesional (licenciatura o ingeniería),3,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Centro-norte
28,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,NS,,8,"Menor a 1 salario mínimo ($0 – $2,399)",G,Centro-norte
29,2 Mujer,Preparatoria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Secundaria general,Secundaria técnica,3,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",I,Norte
47,2 Mujer,Preparatoria general,Metrópoli (más de 500 mil habitantes),NS,,Secundaria general,3,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",F,Centro
54,2 Mujer,Primaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),NS,,,10,No quiso dar información,H,Sur
35,1 Hombre,Normal de licenciatura,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Normal de licenciatura,Normal de licenciatura,2,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",I,Norte
50,1 Hombre,Preparatoria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,7,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Centro
44,1 Hombre,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,,7,"Igual a un salario mínimo ($2,400)",G,Centro
46,2 Mujer,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,6,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Norte
57,1 Hombre,Ninguno/no fue a la escuela,"Pueblo (menos de 2,500 habitantes)",Sí,,,8,"Igual a un salario mínimo ($2,400)",H,Sur
41,2 Mujer,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,Primaria,5,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",F,Sur
60,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",Sí,,,10,"Igual a un salario mínimo ($2,400)",G,Centro
33,1 Hombre,Ninguno/no fue a la escuela,"Pueblo (menos de 2,500 habitantes)",No,,,4,"Menor a 1 salario mínimo ($0 – $2,399)",H,Sur
48,2 Mujer,Preparatoria general,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,13,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Norte-occidente
31,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,4,"Menor a 1 salario mínimo ($0 – $2,399)",H,Sur
42,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,4,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",F,Sur
43,2 Mujer,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Secundaria general,Secundaria general,2,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",I,Centro
44,2 Mujer,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,11,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Norte-occidente
63,1 Hombre,Primaria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",NS,,,7,"Menor a 1 salario mínimo ($0 – $2,399)",G,Norte-occidente
43,1 Hombre,Preparatoria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,NS,NS,5,"Más de 5 salarios mínimos hasta 10 ($12,001 – $24,000)",H,Centro-norte
43,2 Mujer,Preparatoria técnica,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,17,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Centro-norte
42,2 Mujer,Profesional,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,11,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",I,Centro-norte
64,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,5,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Norte-occidente
52,2 Mujer,Profesional,"Pueblo (menos de 2,500 habitantes)",No,,,6,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Norte-occidente
40,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",Sí,,,6,"Menor a 1 salario mínimo ($0 – $2,399)",G,Sur
28,2 Mujer,Profesional,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,NS,Secundaria general,3,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Centro-norte
58,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,10,"Menor a 1 salario mínimo ($0 – $2,399)",F,Centro-norte
37,2 Mujer,Preparatoria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Primaria,Secundaria general,4,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",G,Norte
33,2 Mujer,Primaria,Metrópoli (más de 500 mil habitantes),Sí,Primaria,Primaria,4,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Centro
26,1 Hombre,Profesional,Metrópoli (más de 500 mil habitantes),No,Profesional (licenciatura o ingeniería),Profesional (licenciatura o ingeniería),2,No quiso dar información,F,Centro
53,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",Sí,NS,,9,"Igual a un salario mínimo ($2,400)",E,Centro
37,2 Mujer,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",Sí,Secundaria general,Primaria,3,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",F,Norte-occidente
29,2 Mujer,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Secundaria general,Primaria,3,"Igual a un salario mínimo ($2,400)",I,Centro
28,2 Mujer,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,3,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Sur
37,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",Sí,Primaria,,6,No quiso dar información,F,Sur
30,1 Hombre,Preparatoria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Profesional (licenciatura o ingeniería),Profesional (licenciatura o ingeniería),2,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Centro
27,1 Hombre,Ninguno/no fue a la escuela,"Pueblo (menos de 2,500 habitantes)",No,,,11,"Igual a un salario mínimo ($2,400)",H,Sur
35,1 Hombre,Secundaria técnica,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,6,"Menor a 1 salario mínimo ($0 – $2,399)",I,Norte-occidente
51,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",Sí,,,6,"Menor a 1 salario mínimo ($0 – $2,399)",G,Sur
40,2 Mujer,Secundaria técnica,Ciudad grande (entre 100 mil y 500 mil habitantes),No,,,10,"Menor a 1 salario mínimo ($0 – $2,399)",H,Centro
40,1 Hombre,Preparatoria técnica,"Ciudad chica (entre 2,500 y 15 mil habitantes)",Sí,,Primaria,6,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",F,Norte
49,2 Mujer,Primaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),NS,,,5,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",F,Sur
64,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",NS,,,4,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Norte
52,1 Hombre,Preparatoria general,Metrópoli (más de 500 mil habitantes),No,Secundaria general,Secundaria general,2,"Más de 5 salarios mínimos hasta 10 ($12,001 – $24,000)",G,Centro
35,2 Mujer,Profesional,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,Primaria,1,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",G,Centro
45,2 Mujer,Primaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,,12,"Menor a 1 salario mínimo ($0 – $2,399)",J,Centro-norte
61,1 Hombre,Normal básica,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,,10,"Más de 10 salarios mínimos ($24,001 o más)",J,Norte
25,1 Hombre,Profesional,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Profesional (licenciatura o ingeniería),Preparatoria general,2,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Centro
44,1 Hombre,Profesional,Ciudad grande (entre 100 mil y 500 mil habitantes),No,NS,Secundaria técnica,2,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Centro-norte
36,1 Hombre,Normal de licenciatura,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,,6,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",I,Centro
62,1 Hombre,Preparatoria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",Sí,Primaria,Primaria,9,"Igual a un salario mínimo ($2,400)",H,Centro-norte
29,2 Mujer,Profesional,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Normal de licenciatura,Preparatoria técnica,2,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",J,Centro-norte
60,1 Hombre,Ninguno/no fue a la escuela,Ciudad mediana (entre 15 mil y 100 mil habitantes),NS,,,4,"Menor a 1 salario mínimo ($0 – $2,399)",G,Centro
26,1 Hombre,Preparatoria general,Metrópoli (más de 500 mil habitantes),No,Secundaria general,Preparatoria general,2,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Centro
50,2 Mujer,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,,5,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Norte
27,2 Mujer,Preparatoria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Profesional (licenciatura o ingeniería),Preparatoria general,1,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Centro
41,1 Hombre,Profesional,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Profesional (licenciatura o ingeniería),Profesional (licenciatura o ingeniería),2,"Más de 5 salarios mínimos hasta 10 ($12,001 – $24,000)",H,Norte
45,1 Hombre,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,1,"Menor a 1 salario mínimo ($0 – $2,399)",H,Sur
42,2 Mujer,Secundaria general,Metrópoli (más de 500 mil habitantes),No,Primaria,Primaria,2,NS,H,Centro
46,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,8,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Norte
57,1 Hombre,Preparatoria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",Sí,,,4,"Menor a 1 salario mínimo ($0 – $2,399)",G,Centro
44,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",Sí,,,10,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Sur
48,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,3,"Menor a 1 salario mínimo ($0 – $2,399)",G,Sur
64,2 Mujer,Primaria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,5,No quiso dar información,H,Centro
35,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,4,No quiso dar información,E,Sur
60,2 Mujer,Primaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,,7,"Igual a un salario mínimo ($2,400)",G,Centro
27,1 Hombre,Preparatoria técnica,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Secundaria general,Secundaria general,4,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Sur
58,1 Hombre,Secundaria técnica,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,4,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Sur
29,1 Hombre,Preparatoria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,6,No quiso dar información,H,Sur
61,1 Hombre,Profesional,Metrópoli (más de 500 mil habitantes),No,,,11,No quiso dar información,G,Centro
56,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,3,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",E,Centro-norte
27,2 Mujer,Secundaria técnica,"Pueblo (menos de 2,500 habitantes)",No,,,4,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",J,Centro-norte
44,2 Mujer,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Preparatoria general,Preparatoria general,6,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",I,Norte
59,2 Mujer,Preparatoria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,16,No quiso dar información,G,Centro-norte
33,2 Mujer,Secundaria técnica,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Técnica o comercial con preparatoria,2,"Más de 5 salarios mínimos hasta 10 ($12,001 – $24,000)",H,Sur
47,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,1,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",I,Centro
63,2 Mujer,Primaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,,5,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Norte-occidente
54,2 Mujer,Profesional,"Pueblo (menos de 2,500 habitantes)",No,Profesional (licenciatura o ingeniería),Profesional (licenciatura o ingeniería),9,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Centro
45,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,NS,NS,8,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Centro-norte
63,1 Hombre,Primaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,,14,"Menor a 1 salario mínimo ($0 – $2,399)",K,Centro-norte
42,1 Hombre,Primaria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,,2,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Norte-occidente
