objetivo,p05,p06,p09_1,p10_1,estatura,p21,p23,p24,p28,p38_11,p43,p38m_11,p43m,p60,p61,p64,p86,p87,p98,p122,p131,p132,p142,p143,p144,p151,region,escolaridadh,indigena,X4,probit_pred,count
10,36,1,1,1,185,89,9,1,5,56,4,54,4,3,1,23,48,11,24,8,2,1,25,2,26,6,4,18,0,10,10,0
10,40,1,1,1,170,86,2,2,5,65,10,63,4,3,1,20,48,20,20,6,2,2,20,2,24,4,1,12,0,10,10,0
5,42,2,2,2,155,64,14,2,4,79,11,69,2,7,3,41,5,19,22,2,1,2,20,3,22,8,3,16,0,9,10,4
8,44,2,4,8,160,70,15,1,4,97,2,80,2,6,4,14,73,23,14,8,1,1,21.55405,2,19,8,4,9,0,8,9,0
9,26,1,1,1,170,65,15,1,4,60,11,57,4,2,1,22,48,2,24,5,1,2,21.55405,2.6724489,22.825521,7,4,16,0,10,10,1
9,30,1,1,1,165,68,21,2,3,53,2,50,2,4,1,24,54,3,15,5,0,2,23,1,27,7,4,16,0,8,9,-1
7,26,1,1,1,170,76,9,1,5,57,4,52,4,3,3,15,96,2,20,5,0,1,20,1,22,7,4,9,0,8,9,1
9,25,2,1,1,159,61,15,1,5,60,6,60,6,3,3,23,40,4,17,5,1,3,21.55405,2.6724489,22.825521,8,4,17,0,10,10,1
1,43,1,4,4,165,100,30,3,1,69,2,67,2,7,4,14,30,25,25,1,0,1,30,2,32,6,5,8,0,1,1,0
8,26,1,1,1,176,105,5,3,5,52,5,44,4,5,3,17,2,4,18,5,1,2,24,2,24,8,1,11,0,9,10,1
4,25,1,1,1,168,68,30,4,5,63,2,42,4,5,2,17,48,3,18,4,0,1,22,2,22,7,1,11,0,6,5,2
7,49,1,7,6,170,68,28,4,5,97,4,95,4,8,6,25,57,7,19,5,1,1,26,3,27,2,1,15,0,10,10,3
9,29,1,1,1,172,70,8,2,5,48,11,42,6,3,2,16.588694,50,2,20,5,1,2,22,1,22,9,1,14,0,10,10,1
4,32,1,4,4,159,65,12,5,4,57,2,56,2,7,5,17,40,3,16,3,0,3,25,1,31,7,5,12,0,1,1,-3
9,64,2,1,1,157,78,5,3,5,89,2,70,4,4,3,22,18,6,20,8,2,1,23,2,24,7,1,10,0,10,10,1
5,35,2,5,8,152,68,14,3,3,58,4,58,4,7,4,15,4,0,22,3,1,1,16,3,16,7,3,9,0,6,5,1
6,33,1,4,4,163,62,32,5,4,71.321976,2,65,2,1,1,22,48,1,22,3,1,1,33,2.6724489,22.825521,6,2,15,0,3,1,-3
6,41,2,8,1,160,89,5,3,5,72,2,61,11,1,1,16,66,9,19,6,1,2,16,2,16,9,1,12,0,10,10,4
5,35,2,1,1,150,65,26,5,2,60,2,58,2,5,5,18,48,3,16,3,1,1,33,2,33,8,1,12,0,6,5,1
5,38,1,5,4,168,83,30,4,3,53,2,51,2,4,1,16,48,19,18,4,0,3,22,2,25,4,5,9,0,2,1,-3
4,55,1,8,8,155,89,28,5,3,77,2,77,2,4,2,12,72,2,20,4,0,3,25,4,26,8,1,6,0,3,1,-1
6,64,2,1,1,156,90,26,3,2,89,2,86,2,4,1,14,8,5,16,5,2,2,18,4,19,9,1,3,0,9,10,3
2,33,1,1,1,170,70,1,3,4,61,2,63,2,5,4,18,48,3,18,3,0,1,19,4,21,7,1,9,0,4,1,2
2,40,2,8,8,168,57,9,3,2,57,2,58,2,2,2,17,19,17,17,4,1,2,20,2.6724489,22.825521,7,4,12,0,8,9,6
8,38,2,5,5,155,69,13,5,3,59,2,58,2,4,3,16,56,5,12,5,1,2,22,2,23,5,2,9,0,2,1,-6
7,47,1,1,1,170,60,9,3,5,60,4,62,4,3,2,18,6,2,19,4,1,2,25,2.6724489,22.825521,6,4,15,0,9,10,2
8,40,1,7,3,165,78,30,3,2,60,4,58,4,1,1,28,48,20,20,5,1,2,27,2,28,9,5,17,0,9,10,1
6,42,1,1,1,160,80,221,2,7,62,6,65,6,2,1,25,40,4,16,6,2,1,18,3,19,9,2,16,0,10,10,4
9,29,2,1,1,169,62,30,5,4,59,2,58,2,3,3,26,25,9,20,4,0,1,21.55405,2.6724489,22.825521,7,5,17,0,6,5,-3
8,32,1,1,1,163,72,21,2,6,62,2,65,4,7,4,19,36,8,16,5,1,1,19,3,20,7,4,14,0,8,9,0
8,25,1,1,1,173,100,19,1,5,71.321976,5,40,10,2,1,16.588694,60,1,15,5,0,3,21.55405,2.6724489,22.825521,7,1,17,0,9,10,1
5,40,2,5,4,148,65,15,5,5,65,2,63,2,9,4,12,72,20,14,5,0,2,21,4,22,6,4,6,1,1,1,-4
8,27,1,8,8,170,67,21,3,5,54,10,54,10,3,3,24,40,4,16,5,1,2,21.55405,1,22,10,4,15,0,9,10,1
9,52,1,1,1,170,75,1,3,4,85,2,80,2,6,2,16,45,7,18,4,1,2,26,1,27,8,3,9,0,8,9,-1
8,36,1,7,8,164,54,15,2,4,65,2,65,7,6,4,23,20,8,19,7,2,2,33,1,33,8,4,15,0,10,10,2
3,35,1,1,1,175,78,9,1,5,58,4,57,5,3,2,17,48,1,17,4,0,2,21.55405,2.6724489,22.825521,8,4,11,0,9,10,6
10,26,1,7,8,175,120,14,4,5,56,11,56,8,2,1,16.588694,45,1,15,5,2,2,21.55405,2.6724489,22.825521,9,3,22,0,10,10,0
2,31,1,5,8,170,90,30,5,1,60,2,65,2,5,4,12,8,10,15,3,0,1,17,2.6724489,22.825521,8,5,3,0,1,1,-1
3,28,1,1,1,170,70,4,3,4,53,2,48,4,4,3,18,72,4,18,4,1,1,22,2,22,7,5,12,0,9,10,6
5,34,2,5,1,152,88,29,5,3,57,4,47,4,2,2,18,30,1,33,5,2,2,29,1,30,8,4,12,0,9,10,4
5,28,1,1,1,176,97,30,4,4,71.321976,4,67.737869,11,4,4,15,40,3,15,2,2,2,25,3,22,8,1,9,0,8,9,3
3,34,1,5,4,160,59,21,5,5,65,2,55,98,6,3,17,50,0,19,3,0,2,22,2,25,5,4,9,0,2,1,-1
2,38,2,1,1,160,75,3,5,3,59,2,55,2,4,2,16,9,4,10,4,1,4,19,2,18,8,2,9,0,3,1,1
6,34,1,11,8,170,100,16,5,4,60,2,57,2,9,5,17,60,1,19,3,1,1,22,4,23,8,4,12,0,6,5,0
5,34,1,5,6,160,65,10,2,1,53,3,59,3,4,1,28,6,1,17,5,0,1,21.55405,2.6724489,22.825521,6,2,9,0,6,5,1
4,54,2,1,1,162,125,5,4,5,74,2,82,2,7,1,15,20,5,15,5,0,1,17,5,18,8,1,9,0,6,5,2
2,45,2,7,8,150,85,14,1,3,70,98,67,98,8,4,15,86,29,18,3,0,3,25,2,26,8,3,6,0,6,5,4
5,39,1,8,8,167,80,9,2,5,71.321976,4,76,2,6,5,11,56,12,13,4,0,1,21.55405,2.6724489,22.825521,7,4,6,0,6,5,1
2,60,1,3,3,169,69,19,4,2,97,2,67.737869,2,9,5,20,40,1,20,2,0,1,27,2,28,8,1,14,0,6,5,4
2,35,2,1,1,155,55,15,2,4,54,2,50,2,3,1,15,78,1,15,5,0,2,19,3,20,7,4,9,0,6,5,4
7,37,1,1,1,175,94,15,2,5,60,4,55,2,4,1,28,48,16,20,5,0,1,21,2,22,6,4,17,1,9,10,2
10,64,1,1,1,187,97,5,5,5,89,2,81,4,4,3,21,48,2,18,8,2,1,22,3,23,7,1,17,0,10,10,0
7,27,2,10,8,157,57,28,5,4,55,98,52,3,1,1,21,25,3,24,4,1,2,24,2.6724489,22.825521,8,1,16,0,9,10,2
2,50,1,1,1,173,85,28,3,4,72,2,65,2,3,1,18,54,20,15,4,1,1,23,2,33,7,1,15,0,9,10,7
3,26,2,5,4,158,47,9,2,4,51,2,50,4,4,3,19,45,4,20,3,0,2,22,2.6724489,22.825521,6,4,12,0,4,1,1
1,28,2,5,4,164,84,8,1,2,54,2,56,2,4,3,16,24,3,16,3,0,2,14,4,13,7,1,9,0,2,1,1
9,39,1,5,4,168,72,11,5,3,62,4,58,4,4,3,23,35,10,19,3,1,1,21.55405,2.6724489,22.825521,8,4,12,0,6,5,-3
4,25,2,7,8,155,65,15,4,4,52,2,50,2,3,2,17,6,0,17,8,0,2,17,2,17,8,4,9,0,6,5,2
8,62,2,1,1,160,86,9,4,3,92,2,83,4,5,1,17,25,20,13,4,0,1,23,3,23,7,4,12,0,8,9,0
9,32,1,2,2,175,85,27,5,5,73,2,68,2,6,6,15,60,14,18,5,1,1,20,2,21,8,5,9,1,6,5,-3
3,39,1,5,4,178,85,18,5,3,65,2,62,2,6,4,15,48,29,10,3,1,1,23,1,27,4,2,9,0,4,1,1
4,55,1,8,8,155,89,28,5,3,77,2,77,2,4,2,12,72,2,20,4,0,3,25,4,26,8,1,6,0,3,1,-1
10,46,1,8,8,178,83,24,3,3,72,2,70,2,3,1,18,70,25,22,4,1,1,26,3,27,8,3,12,0,9,10,-1
3,36,1,7,4,158,72,30,5,2,61,2,67.737869,2,3,3,18,40,22,10,2,1,1,24,2,25,7,5,11,0,2,1,-1
4,26,1,1,1,168,65,26,1,4,47,5,45,4,5,1,16,48,3,19,5,1,2,21.55405,2.6724489,22.825521,7,1,9,0,6,5,2
4,36,2,4,4,150,70,9,1,3,60,2,60,2,2,1,15,10,1,18,4,1,2,21.55405,2.6724489,22.825521,7,4,9,0,6,5,2
3,29,2,1,1,158,76,16,5,5,56,2,62,2,8,3,16.588694,48,14,16,3,0,2,24,1,26,8,3,6,0,2,1,-1
8,35,1,2,2,155,68,9,2,4,71,8,70,5,2,1,25,50,7,16,6,2,2,21.55405,2.6724489,22.825521,6,4,12,0,10,10,2
10,26,1,1,1,171,64,1,3,5,55,11,56,6,3,1,24,45,0,17,3,0,4,24,1,26,8,3,17,0,9,10,-1
7,28,2,5,4,165,70,28,3,4,60,2,55,4,2,2,15,40,5,18,4,0,1,18,2,22,8,1,9,0,6,5,-1
5,33,2,4,4,170,69,6,3,3,60,4,52,2,5,3,14,48,3,20,6,0,5,21.55405,3,18,6,3,9,0,6,5,1
3,35,1,5,4,170,78,26,2,4,65,2,51,2,4,2,11,45,2,25,5,1,1,25,2,31,7,1,6,0,6,5,3
6,34,2,1,1,152,70,15,5,5,60,2,55,6,2,1,16,40,0,25,4,0,2,16,2,16,6,4,9,0,6,5,0
6,27,1,5,4,165,80,9,2,3,50,5,49,5,2,1,16,60,11,16,5,1,1,20,1,20,9,4,9,0,8,9,2
10,43,1,7,8,172,73,13,5,3,67,2,63,2,1,1,24,40,18,25,4,1,1,28,1,30,7,4,16,0,9,10,-1
10,57,2,7,6,150,71,21,2,5,90,2,90,4,5,3,24,10,6,17,4,1,1,25,2,30,6,4,18,0,10,10,0
5,56,2,8,8,160,70,11,2,6,71.321976,11,72,2,8,1,24,4,2,14,4,0,2,21.55405,1,32,6,4,18,0,9,10,4
10,36,2,1,1,163,58,14,1,4,58,4,60,6,2,2,22,35,7,17,4,0,2,28,3,20,8,3,16,0,9,10,-1
7,36,1,5,4,161,65,14,4,3,63,2,64,2,7,7,16.588694,40,4,18,3,1,1,21.55405,2.6724489,22.825521,7,3,12,0,6,5,-1
10,40,1,5,8,165,92,32,5,6,68,2,65,2,8,5,14,5,0,13,5,0,1,15,2.6724489,22.825521,8,2,0,0,3,1,-7
5,51,1,4,2,165,80,12,4,4,67,11,65,2,7,1,20,24,26,19,6,0,2,21,2,23,8,5,12,0,6,5,1
10,35,2,1,1,163,55,15,2,5,68,4,69,4,4,4,22,70,10,25,5,1,2,26,1,28,6,4,16,0,10,10,0
6,43,1,2,2,174,98,2,3,2,72,11,70,11,2,1,26,36,19,18,4,1,2,18,4,18,5,1,9,0,9,10,3
9,26,1,1,1,170,65,15,1,4,60,11,57,4,2,1,22,48,2,24,5,1,2,21.55405,2.6724489,22.825521,7,4,16,0,10,10,1
7,34,2,7,8,158,70,9,2,5,60,4,57,6,4,3,19,60,0,19,6,1,2,21,1,21,8,4,12,0,10,10,3
10,36,1,7,8,186,93,15,2,5,67,2,65,4,5,5,19,48,17,19,8,4,3,20,3,21,10,4,12,0,10,10,0
7,54,2,8,98,165,70,11,2,6,86,98,67.737869,2,6,6,14,4,27,24,9,1,2,21.55405,2.6724489,22.825521,8,4,9,0,10,10,3
9,28,2,4,4,150,52,9,2,3,62,2,58,2,2,2,18,15,1,22,3,1,1,18,2,19,8,4,9,0,2,1,-7
7,64,2,1,1,152,58,19,5,2,71.321976,2,67.737869,9,5,1,13,96,53,13,3,0,1,30,3,32,8,1,7,0,6,5,-1
10,35,1,8,1,182,98,14,2,4,61,4,59,2,4,1,29,40,7,18,4,1,2,31,1,32,6,3,17,0,10,10,0
3,47,1,8,6,165,92,9,2,3,71.321976,4,75,2,4,3,17,28,0,18,3,0,1,22,2,20,9,4,6,0,8,9,5
2,62,1,1,1,165,75,30,5,1,82,2,80,2,4,3,26,8,27,26,3,0,1,28,2,28,8,5,17,1,6,5,4
8,39,1,10,7,194,85,21,5,5,61,11,56,2,3,1,21,40,4,33,6,1,1,21.55405,3,23,8,4,17,0,10,10,2
6,42,1,8,8,174,84,16,2,4,64,2,67,3,4,1,13,60,27,11,3,0,2,22,3,25,6,3,7,0,4,1,-2
2,43,1,8,8,175,72,15,4,5,74,2,70,2,9,5,16,90,3,16,4,0,1,21.55405,2.6724489,22.825521,6,4,9,0,3,1,1
6,38,1,7,8,170,70,17,4,6,66,2,58,2,4,3,22,48,1,13,3,0,1,27,2.6724489,22.825521,7,4,12,0,4,1,-2
6,31,2,1,1,165,78,15,1,5,61,2,54,2,2,2,19,48,0,22,7,0,1,25,2,24,8,4,12,0,9,10,3
2,60,1,8,8,157,56,24,1,3,82,2,81,2,10,2,13,48,25,14,3,1,1,15,6,17,7,3,6,0,3,1,1
4,30,2,5,4,160,65,7,1,3,57,2,55,2,6,5,6,45,7,19,3,0,1,18,2,20,8,5,6,0,1,1,-3
4,34,2,8,6,160,48,221,1,2,52,4,52,4,5,2,12,35,0,14,3,0,2,18,2,20,7,4,7,0,6,5,2
6,30,1,7,8,170,75,30,5,6,75,2,73,2,8,8,18,84,5,25,4,0,2,21.55405,2.6724489,22.825521,10,4,12,0,6,5,0
10,38,1,2,2,164,60,9,3,5,61,10,60,10,1,1,24,40,12,24,4,1,1,21.55405,2.6724489,22.825521,8,4,15,0,9,10,-1
3,28,2,5,4,157,55,9,3,3,43,2,46,2,2,2,24,7,1,24,3,0,2,20,2.6724489,22.825521,8,4,16,0,6,5,3
8,31,2,1,1,154,54,22,3,7,55,4,54,4,4,1,28,48,2,14,4,0,2,22,2,22,8,4,15,0,9,10,1
9,28,1,8,8,160,100,2,2,5,47,4,42,4,1,1,16.588694,48,2,18,5,0,4,21.55405,2.6724489,22.825521,6,1,12,0,6,5,-3
6,28,2,7,8,170,87,27,2,3,64,2,64,11,1,1,26,42,0,14,2,0,2,21.55405,2.6724489,22.825521,10,5,18,0,6,5,0
10,44,1,7,6,176,89,19,2,8,66,6,63,6,3,2,24,52,8,22,6,2,2,35,1,35,7,1,18,0,10,10,0
10,55,2,1,1,163,58,11,3,6,71.321976,4,67.737869,2,5,5,17,8,22,28,5,1,2,25,3,25,8,4,9,0,10,10,0
10,48,2,2,2,159,50,19,3,5,75,5,60,5,3,2,18,40,17,20,7,2,3,21.55405,2.6724489,22.825521,9,4,12,0,10,10,0
10,50,2,7,8,175,73,16,4,4,83,2,81,2,8,3,18,48,19,31,5,3,3,19,3,20,10,3,12,0,10,10,0
6,35,1,7,8,168,94,15,2,5,64,5,62,2,4,2,22,60,2,24,7,0,6,30,2.6724489,22.825521,6,4,12,1,8,9,2
8,40,1,8,8,162,87,12,5,4,65,10,67,10,7,2,26,70,13,20,9,1,3,21,3,21,6,5,17,1,10,10,2
7,44,1,9,8,172,72,11,4,3,71.321976,3,80,2,4,3,25,58,19,27,5,1,1,22,2,22,8,4,15,0,8,9,1
10,25,1,1,1,180,75,11,2,3,53,2,49,2,4,1,19,8,5,19,3,1,3,21.55405,2.6724489,22.825521,6,4,12,0,8,9,-2
8,30,1,5,4,162,83,19,1,3,46,2,48,4,4,3,15,18,12,18,4,1,1,18,2,19,8,1,9,1,6,5,-2
2,38,1,4,4,165,82,30,3,4,65,4,50,2,4,4,22,72,10,15,4,0,1,21.55405,2.6724489,22.825521,6,5,14,0,1,1,-1
4,34,2,1,1,159,80,19,1,3,73,2,68,2,5,3,15,48,7,17,5,0,1,22,1,33,2,1,9,0,6,5,2
2,62,1,1,1,165,75,30,5,1,82,2,80,2,4,3,26,8,27,26,3,0,1,28,2,28,8,5,17,1,6,5,4
1,35,1,8,8,160,70,5,3,3,66,2,63,2,3,3,15,50,20,17,4,0,2,20,4,20,4,1,9,0,3,1,2
2,38,1,4,4,165,82,30,3,4,65,4,50,2,4,4,22,72,10,15,4,0,1,21.55405,2.6724489,22.825521,6,5,14,0,1,1,-1
4,30,1,4,4,168,95,32,5,4,63,2,59,2,6,6,22,48,8,22,2,1,1,20,1,23,6,2,15,0,3,1,-1
8,50,1,1,1,158,68,24,2,5,81,6,81,4,5,3,18,60,0,18,4,1,2,25,2,27,8,3,12,0,10,10,2
10,58,2,2,2,164,76,9,1,2,86,11,73,6,5,1,16.588694,40,36,22,8,1,2,20,1,22,7,4,12,1,10,10,0
5,31,1,1,1,171,84,30,5,4,59,11,60,11,4,3,24,23,7,24,2,0,1,27,1,28,6,5,17,0,6,5,1
9,30,1,1,1,176,80,15,5,5,53,6,52,10,2,1,22,40,7,20,4,0,1,18,2,23,7,4,15,0,8,9,-1
2,43,1,7,8,161,81,29,5,5,76,2,67,2,4,2,18,56,28,19,5,1,1,22,2,23,8,4,12,0,6,5,4
9,25,1,1,1,165,63,14,2,3,53,6,53,2,4,3,18,44,1,18,7,0,2,20,2.6724489,22.825521,6,3,12,0,9,10,0
4,28,2,5,4,145,54,1,5,4,79,2,72,2,15,15,18,10,0,22,4,0,2,21.55405,2.6724489,22.825521,7,3,12,0,2,1,-2
3,26,1,8,8,176,68,10,2,4,44,2,48,4,4,1,15,48,2,15,2,0,4,21.55405,2.6724489,22.825521,7,2,9,0,2,1,-1
8,54,1,1,1,168,80,9,4,4,82,2,80,2,3,2,14,70,10,15,5,1,1,20,2,27,7,4,9,1,9,10,1
10,40,1,1,1,190,90,8,2,5,70,11,70,9,1,1,22,60,18,25,6,3,1,20,2,23,8,1,17,0,10,10,0
8,36,1,7,8,170,88,9,2,4,58,8,59,6,4,2,18,45,2,18,6,2,2,30,1,32,8,4,12,0,10,10,2
4,45,1,7,4,160,60,15,3,4,80,4,72,2,5,3,16,63,17,18,2,0,1,22,1,32,9,4,9,0,4,1,0
4,25,2,11,8,160,72,15,2,6,45,4,44,4,2,2,14,12,3,22,4,0,1,22,1,23,6,4,9,0,2,1,-2
10,39,1,7,1,173,72,16,4,5,65,11,61,11,2,2,25,42,7,20,5,2,2,24,2,24,8,3,17,0,10,10,0
9,32,2,1,1,167,83,30,5,7,56,11,56,11,3,1,23,30,1,23,7,1,2,23,1,30,8,5,16,0,10,10,1
6,25,1,9,1,168,79,10,5,3,64,2,48,2,8,5,23,48,2,17,4,1,3,21.55405,2.6724489,22.825521,9,2,15,0,6,5,0
9,25,1,1,1,170,78,11,3,5,56,2,54,4,2,2,12,10,7,18,5,1,1,21.55405,2.6724489,22.825521,8,4,6,0,8,9,-1
5,39,2,5,4,171,72,8,4,6,74,2,71,2,4,3,18,48,24,17,6,0,1,17,4,18,8,1,12,0,8,9,3
3,63,2,4,8,150,53,29,5,5,90,2,86,2,15,3,13,8,0,16,4,0,1,21.55405,2.6724489,22.825521,8,4,8,0,1,1,-2
8,41,2,1,1,156,72,2,2,3,76,2,77,2,9,8,14,48,3,20,5,1,2,18,2,20,9,1,9,0,9,10,1
5,34,1,5,6,160,65,10,2,1,53,3,59,3,4,1,28,6,1,17,5,0,1,21.55405,2.6724489,22.825521,6,2,9,0,6,5,1
9,55,1,7,8,170,70,13,5,4,95,2,85,2,5,1,48,40,28,23,9,2,2,27,2.6724489,22.825521,10,4,19,0,10,10,1
10,30,2,7,8,165,60,15,2,8,58,11,56,11,2,1,22,40,6,24,8,3,3,21.55405,2.6724489,22.825521,9,4,16,0,10,10,0
5,45,2,1,1,162,89,14,5,2,70,2,64,2,8,2,25,6,11,17,6,1,3,20,2.6724489,22.825521,7,3,16,0,10,10,5
1,25,2,1,1,170,65,18,3,4,48,2,48,4,5,3,18,4,0,17,7,0,1,18,2,19,7,2,11,0,9,10,8
8,25,1,1,1,180,76,15,1,7,51,4,49,6,4,3,16.588694,36,0,14,10,1,3,21.55405,2.6724489,22.825521,8,4,14,0,10,10,2
10,34,2,7,8,167,60,17,4,6,78,2,81,2,6,6,22,7,16,18,5,2,2,26,3,29,7,4,12,0,9,10,-1
1,43,1,4,4,165,100,30,3,1,69,2,67,2,7,4,14,30,25,25,1,0,1,30,2,32,6,5,8,0,1,1,0
5,45,2,1,1,162,89,14,5,2,70,2,64,2,8,2,25,6,11,17,6,1,3,20,2.6724489,22.825521,7,3,16,0,10,10,5
1,26,1,7,8,170,70,21,5,5,61,2,67.737869,2,7,7,19,40,6,14,5,1,3,21,2,23,6,4,12,0,8,9,7
3,40,2,1,1,155,49,20,4,2,62,2,60,2,3,2,19,48,1,18,2,0,2,35,2.6724489,22.825521,7,5,12,1,2,1,-1
10,45,2,1,1,160,80,22,4,5,64,2,62,2,4,1,23,36,3,26,4,1,2,33,2,29,8,4,17,0,10,10,0
2,37,1,8,2,158,68,17,5,2,63,2,57,2,4,2,16,48,24,14,2,0,1,27,2,26,6,4,8,0,1,1,-1
4,28,1,4,8,173,78,27,5,2,64,4,64,2,2,2,16,60,1,17,3,0,2,17,3,18,6,5,9,0,2,1,-2
10,38,1,1,1,165,79,31,3,3,68,2,62,2,3,2,23,40,6,18,3,1,1,20,1,21,9,5,16,0,10,10,0
6,26,1,1,1,170,80,21,3,5,46,2,47,4,2,1,16.588694,48,3,18,6,0,3,24,2,24,8,4,21,0,6,5,0
3,26,1,8,8,176,68,10,2,4,44,2,48,4,4,1,15,48,2,15,2,0,4,21.55405,2.6724489,22.825521,7,2,9,0,2,1,-1
3,45,1,1,1,170,68,9,4,5,80,98,65,3,3,2,42,60,1,18,2,1,2,30,2.6724489,22.825521,4,4,12,0,9,10,6
4,27,2,1,1,170,75,7,4,3,52,3,55,2,6,4,18,40,4,23,2,1,1,23,2.6724489,22.825521,8,5,15,0,6,5,2
10,39,2,8,8,150,58,9,1,4,64,6,66,4,3,2,18,30,12,27,4,1,2,18,2,19,7,4,9,0,9,10,-1
5,27,1,11,8,171,73,9,2,5,50,4,50,4,3,2,15,65,4,18,4,0,1,26,1,26,5,4,9,0,4,1,-1
8,44,2,1,1,163,50,24,2,3,59,4,56,2,3,1,16.588694,33,8,19,4,1,2,35,3,36,7,3,14,0,8,9,0
8,27,1,5,4,170,67,19,3,2,51,2,50,2,3,2,18,50,17,19,5,1,1,18,3,18,8,1,11,0,6,5,-2
7,46,2,1,1,158,55,11,3,4,83,6,75,4,4,3,15,5,2,44,4,1,2,25,1,30,8,4,9,0,10,10,3
7,38,1,1,1,178,89,14,1,5,68,2,56,3,2,2,19,3,3,18,4,1,2,20,1,19,8,1,12,0,10,10,3
9,25,1,7,8,160,58,15,4,5,51,4,50,5,1,1,23,25,0,25,5,1,1,21.55405,2.6724489,22.825521,9,4,17,0,10,10,1
4,25,1,1,1,170,81,30,2,3,76,4,71,4,2,2,18,48,2,18,1,0,1,21.55405,2.6724489,22.825521,10,5,12,0,4,1,0
2,25,2,5,4,150,60,7,4,4,46,4,43,2,3,3,14,20,6,19,5,0,1,21.55405,2.6724489,22.825521,8,5,8,0,1,1,-1
8,25,2,8,8,167,65,15,2,11,71.321976,98,49,10,3,1,25,25,1,18,8,3,4,21.55405,2.6724489,22.825521,6,4,14,0,10,10,2
9,40,2,1,1,168,60,17,4,4,70,9,60,6,2,1,20,48,20,20,4,1,2,21.55405,2,23,7,4,14,0,9,10,0
10,35,1,1,8,160,75,2,2,6,60,10,62,10,3,2,19,48,5,26,7,2,2,28,2.6724489,22.825521,7,1,12,0,10,10,0
4,34,1,2,2,177,87,12,3,2,58,6,55,11,2,1,20,48,5,21,2,0,2,25,2,27,6,5,12,0,6,5,2
1,25,1,1,1,174,75,5,3,2,42,6,43,4,3,1,16.588694,48,2,17,2,0,1,19,2.6724489,22.825521,6,1,15,0,6,5,5
6,52,1,8,8,171,76,15,2,6,78,4,80,2,3,2,25,64,32,27,5,0,2,21.55405,2.6724489,22.825521,8,4,17,0,9,10,3
4,57,1,1,1,161,64,9,5,3,84,2,76,2,7,1,12,72,31,16,2,1,2,27,6,27,7,1,6,1,3,1,-1
4,42,1,4,1,172,83,20,5,6,72,2,72,2,5,5,16,35,4,17,3,0,1,18,2,20,5,5,9,0,1,1,-3
4,25,1,5,4,165,76,9,4,4,44,2,40,2,4,1,14,25,9,16,3,0,1,18,1,25,6,3,6,0,1,1,-3
5,32,1,4,4,165,73,30,5,3,61,2,58,2,3,2,18,70,3,20,4,1,1,26,1,23,7,5,12,0,3,1,-2
1,38,1,4,4,165,75,13,5,2,60,2,58,2,5,2,17,60,22,17,3,0,1,21,2,23,6,4,9,1,1,1,0
5,35,1,5,4,170,70,14,5,4,72,2,63,2,11,8,11,48,2,16,4,0,1,21.55405,2.6724489,22.825521,6,3,6,0,2,1,-3
7,26,1,8,7,180,85,26,2,6,56,10,59,6,2,1,24,48,1,25,6,2,2,21.55405,2.6724489,22.825521,8,1,16,0,10,10,3
6,34,1,11,8,170,100,16,5,4,60,2,57,2,9,5,17,60,1,19,3,1,1,22,4,23,8,4,12,0,6,5,0
9,37,2,1,1,160,69,21,3,4,71.321976,2,67.737869,2,3,2,18,15,6,18,5,1,2,28,2.6724489,22.825521,9,4,12,0,9,10,0
6,50,2,6,8,152,72,14,4,7,52,10,78,2,8,2,13,60,0,18,4,0,1,26,3,30,7,3,6,0,6,5,0
10,32,1,7,8,175,82,9,1,5,60,11,59,11,3,1,21,30,10,25,7,3,4,27,2.6724489,22.825521,10,4,15,0,10,10,0
9,25,1,1,1,178,78,12,2,4,60,6,60,6,5,5,16.588694,48,3,18,4,0,2,21.55405,2.6724489,22.825521,6,5,12,0,8,9,-1
2,52,2,8,1,160,74,32,2,3,97,2,93,2,20,16,15,10,3,49,4,1,2,19,2,26,8,2,9,0,9,10,7
10,49,1,1,1,165,69,9,2,6,79,2,80,2,7,4,25,50,16,19,4,1,1,25,2,26,7,4,12,0,9,10,-1
9,28,1,1,1,180,90,14,4,3,60,6,56,6,4,4,14,42,0,25,4,0,1,24,2,25,7,3,9,0,9,10,0
5,29,1,8,8,170,60,15,3,3,53,4,47,2,3,2,25,20,5,17,3,0,2,25,2.6724489,22.825521,7,4,17,0,6,5,1
7,50,1,8,8,178,75,21,3,5,74,11,70,2,3,3,30,42,5,17,4,1,2,21.55405,2.6724489,22.825521,7,4,17,0,10,10,3
3,25,2,1,1,160,75,11,2,2,51,2,50,2,6,5,14,10,2,15,2,0,2,18,2,17,8,4,9,0,4,1,1
5,38,1,5,4,168,83,30,4,3,53,2,51,2,4,1,16,48,19,18,4,0,3,22,2,25,4,5,9,0,2,1,-3
10,34,1,1,1,169,70,11,3,4,61,6,67.737869,4,2,1,17,10,10,25,3,1,1,34,2.6724489,22.825521,8,4,12,0,9,10,-1
1,43,1,4,4,165,100,30,3,1,69,2,67,2,7,4,14,30,25,25,1,0,1,30,2,32,6,5,8,0,1,1,0
10,42,1,9,8,170,70,22,4,8,71.321976,11,66,11,2,2,23,30,17,18,6,1,1,21.55405,2.6724489,22.825521,8,4,16,0,10,10,0
10,32,1,7,8,175,82,9,1,5,60,11,59,11,3,1,21,30,10,25,7,3,4,27,2.6724489,22.825521,10,4,15,0,10,10,0
